"","foo.cont","foo.e","foo.value"
"1840","Poland","Diabetes.Mellitus",4.87
"3664","Ireland","Chronic.Respiratory.Diseases",4.89
"5730","Benin","Interpersonal.Violence",4.89
"2398","New Zealand","Diabetes.Mellitus",4.9
"4004","Guinea","Cirrhosis.and.Other.Chronic.Liver.Diseases",4.91
"1963","Papua New Guinea","Chronic.Kidney.Disease",4.91
"2417","New Zealand","Parkinson.s.Disease",4.92
"3275","Lebanon","Lower.Respiratory.Infections",4.92
"41","Zambia","Chronic.Kidney.Disease",4.93
"2041","Palestine","Interpersonal.Violence",4.93
"3341","Laos","HIV.AIDS",4.93
"5218","Chad","Chronic.Kidney.Disease",4.93
"2641","Montenegro","Chronic.Respiratory.Diseases",4.94
"5234","Chad","Interpersonal.Violence",4.94
"719","Thailand","Chronic.Respiratory.Diseases",4.94
"564","Trinidad and Tobago","Chronic.Respiratory.Diseases",4.95
"6093","Argentina","Self.harm",4.96
"2546","Myanmar","Digestive.Diseases",4.97
"4438","Ethiopia","Cirrhosis.and.Other.Chronic.Liver.Diseases",4.97
"3322","Laos","Cirrhosis.and.Other.Chronic.Liver.Diseases",4.97
"3161","Lithuania","Parkinson.s.Disease",4.98
"4789","Denmark","Diarrheal.Diseases",4.98
"4036","Guatemala","Chronic.Respiratory.Diseases",4.99
"496","Turkmenistan","Alzheimer.s.Disease.and.Other.Dementias",5.01
"4285","Gambia","Road.Injuries",5.02
"193","Uzbekistan","Road.Injuries",5.03
"2517","Namibia","Chronic.Respiratory.Diseases",5.03
"4959","Croatia","Parkinson.s.Disease",5.05
"4967","Cote d'Ivoire","Road.Injuries",5.05
"266","United States Virgin Islands","Alcohol.Use.Disorders",5.06
"2169","Norway","Parkinson.s.Disease",5.08
"5249","Central African Republic","Chronic.Kidney.Disease",5.08
"5752","Belize","Self.harm",5.09
"6013","Austria","Parkinson.s.Disease",5.09
"532","Tunisia","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.11
"3321","Laos","Digestive.Diseases",5.12
"1080","South Sudan","Interpersonal.Violence",5.12
"2231","North Macedonia","Parkinson.s.Disease",5.12
"4768","Djibouti","Maternal.Disorders",5.14
"144","Venezuela","Lower.Respiratory.Infections",5.15
"671","Togo","Lower.Respiratory.Infections",5.15
"4760","Djibouti","Self.harm",5.15
"1834","Poland","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.16
"1741","Qatar","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.16
"754","Tanzania","Chronic.Kidney.Disease",5.16
"179","Vanuatu","HIV.AIDS",5.18
"2982","Maldives","Chronic.Respiratory.Diseases",5.18
"1446","Saudi Arabia","Lower.Respiratory.Infections",5.18
"3390","Kuwait","Diabetes.Mellitus",5.18
"3049","Malawi","Diabetes.Mellitus",5.2
"3724","Iran","Digestive.Diseases",5.21
"1202","Solomon Islands","HIV.AIDS",5.22
"5796","Belgium","Parkinson.s.Disease",5.23
"3417","Kiribati","Road.Injuries",5.24
"1219","Slovenia","Chronic.Kidney.Disease",5.24
"1227","Slovenia","Alcohol.Use.Disorders",5.24
"4128","Greenland","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.25
"4461","Ethiopia","Malaria",5.26
"2970","Mali","Maternal.Disorders",5.26
"4557","Eritrea","Alzheimer.s.Disease.and.Other.Dementias",5.29
"6235","Algeria","Digestive.Diseases",5.3
"713","Timor","Alzheimer.s.Disease.and.Other.Dementias",5.31
"3467","Kenya","Interpersonal.Violence",5.32
"1543","Samoa","HIV.AIDS",5.32
"3823","Iceland","Chronic.Kidney.Disease",5.33
"3843","Iceland","Parkinson.s.Disease",5.34
"5926","Bahamas","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.34
"3383","Kuwait","Digestive.Diseases",5.36
"2955","Mali","Chronic.Kidney.Disease",5.37
"358","United Arab Emirates","Self.harm",5.37
"1586","Saint Lucia","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.37
"5338","Cameroon","Chronic.Respiratory.Diseases",5.39
"5491","Brunei","Digestive.Diseases",5.39
"2154","Norway","Diarrheal.Diseases",5.39
"3230","Lesotho","Chronic.Respiratory.Diseases",5.41
"1244","Slovakia","Digestive.Diseases",5.43
"2336","Niger","Diabetes.Mellitus",5.44
"1370","Serbia","Chronic.Respiratory.Diseases",5.45
"843","Syria","Chronic.Respiratory.Diseases",5.46
"5324","Canada","Drug.Use.Disorders",5.46
"3782","Indonesia","Alzheimer.s.Disease.and.Other.Dementias",5.47
"1891","Philippines","Alzheimer.s.Disease.and.Other.Dementias",5.48
"182","Vanuatu","Drowning",5.48
"4982","Cote d'Ivoire","Tuberculosis",5.48
"6292","Albania","Parkinson.s.Disease",5.48
"595","Tonga","Chronic.Respiratory.Diseases",5.5
"1865","Philippines","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.5
"3451","Kenya","Chronic.Kidney.Disease",5.5
"4743","Dominica","Alzheimer.s.Disease.and.Other.Dementias",5.51
"5091","Comoros","Road.Injuries",5.52
"1915","Peru","HIV.AIDS",5.53
"2063","Palau","Self.harm",5.54
"2077","Palau","Alzheimer.s.Disease.and.Other.Dementias",5.55
"2305","Nigeria","Diabetes.Mellitus",5.55
"3510","Jordan","Road.Injuries",5.56
"5349","Cameroon","Self.harm",5.56
"1364","Seychelles","Alzheimer.s.Disease.and.Other.Dementias",5.57
"1147","South Africa","Alzheimer.s.Disease.and.Other.Dementias",5.58
"3668","Ireland","Chronic.Kidney.Disease",5.59
"3141","Lithuania","Chronic.Kidney.Disease",5.6
"2925","Malta","Diabetes.Mellitus",5.62
"6081","Argentina","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.64
"5063","Congo","Chronic.Kidney.Disease",5.66
"3850","Hungary","Chronic.Respiratory.Diseases",5.67
"5026","Cook Islands","Digestive.Diseases",5.68
"5052","Cook Islands","Parkinson.s.Disease",5.68
"4470","Eswatini","Chronic.Respiratory.Diseases",5.69
"3534","Jordan","Alzheimer.s.Disease.and.Other.Dementias",5.7
"228","Uruguay","Diabetes.Mellitus",5.72
"4816","Democratic Republic of Congo","Diabetes.Mellitus",5.73
"309","United States","Parkinson.s.Disease",5.74
"5451","Burkina Faso","Interpersonal.Violence",5.74
"5268","Central African Republic","Nutritional.Deficiencies",5.75
"5865","Bangladesh","Chronic.Respiratory.Diseases",5.76
"1550","Samoa","Alzheimer.s.Disease.and.Other.Dementias",5.76
"2542","Namibia","Alzheimer.s.Disease.and.Other.Dementias",5.76
"410","Uganda","Road.Injuries",5.76
"414","Uganda","Diabetes.Mellitus",5.76
"4078","Guam","Self.harm",5.77
"5219","Chad","Diabetes.Mellitus",5.77
"3911","Haiti","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.78
"3074","Madagascar","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.79
"4370","France","Parkinson.s.Disease",5.8
"5247","Central African Republic","Protein.Energy.Malnutrition",5.8
"500","Turkey","Digestive.Diseases",5.82
"57","Zambia","Interpersonal.Violence",5.84
"3789","India","Road.Injuries",5.84
"3204","Liberia","Diabetes.Mellitus",5.84
"4389","Finland","Alcohol.Use.Disorders",5.86
"6044","Australia","Parkinson.s.Disease",5.88
"2480","Nepal","Alzheimer.s.Disease.and.Other.Dementias",5.88
"4564","Equatorial Guinea","Road.Injuries",5.89
"5486","Bulgaria","Parkinson.s.Disease",5.89
"4965","Cote d'Ivoire","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.9
"1115","South Korea","Parkinson.s.Disease",5.9
"5002","Costa Rica","Diabetes.Mellitus",5.93
"5251","Central African Republic","Conflict.and.Terrorism",5.93
"3151","Lithuania","Lower.Respiratory.Infections",5.94
"4006","Guinea","Road.Injuries",5.94
"1518","San Marino","Parkinson.s.Disease",5.95
"330","United Kingdom","Lower.Respiratory.Infections",5.95
"2863","Mauritania","Diabetes.Mellitus",5.96
"196","Uzbekistan","Chronic.Kidney.Disease",5.96
"2237","North Korea","Cirrhosis.and.Other.Chronic.Liver.Diseases",5.96
"910","Sweden","Diabetes.Mellitus",5.97
"4406","Fiji","Digestive.Diseases",6.01
"5306","Canada","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.01
"4810","Democratic Republic of Congo","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.02
"4190","Ghana","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.03
"1797","Puerto Rico","Parkinson.s.Disease",6.04
"5373","Cambodia","Chronic.Kidney.Disease",6.05
"4313","Gabon","Digestive.Diseases",6.05
"4608","El Salvador","Lower.Respiratory.Infections",6.05
"2175","Northern Mariana Islands","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.06
"2190","Northern Mariana Islands","Lower.Respiratory.Infections",6.06
"345","United Arab Emirates","Digestive.Diseases",6.06
"874","Switzerland","Chronic.Respiratory.Diseases",6.08
"5709","Benin","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.11
"3507","Jordan","Digestive.Diseases",6.11
"1942","Paraguay","Lower.Respiratory.Infections",6.12
"3591","Jamaica","Interpersonal.Violence",6.13
"1157","Somalia","Chronic.Kidney.Disease",6.14
"2331","Niger","Chronic.Respiratory.Diseases",6.14
"1027","Spain","Digestive.Diseases",6.14
"3607","Italy","Diabetes.Mellitus",6.14
"2845","Mauritius","HIV.AIDS",6.16
"5094","Comoros","Chronic.Kidney.Disease",6.17
"1405","Senegal","Chronic.Kidney.Disease",6.17
"3626","Italy","Parkinson.s.Disease",6.18
"117","Vietnam","HIV.AIDS",6.18
"4674","Ecuador","HIV.AIDS",6.19
"3616","Italy","Lower.Respiratory.Infections",6.23
"4222","Germany","Chronic.Respiratory.Diseases",6.24
"5684","Bermuda","Diabetes.Mellitus",6.25
"1555","Saint Vincent and the Grenadines","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.25
"2330","Niger","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.25
"3075","Madagascar","Chronic.Respiratory.Diseases",6.25
"5182","Chile","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.26
"2595","Mozambique","Tuberculosis",6.27
"4469","Eswatini","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.27
"5115","Comoros","Alzheimer.s.Disease.and.Other.Dementias",6.28
"836","Taiwan","Parkinson.s.Disease",6.28
"4998","Costa Rica","Road.Injuries",6.29
"661","Togo","Chronic.Kidney.Disease",6.32
"929","Sweden","Parkinson.s.Disease",6.35
"5244","Central African Republic","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.35
"5523","Brazil","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.36
"656","Togo","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.37
"1740","Qatar","Digestive.Diseases",6.37
"5714","Benin","Chronic.Kidney.Disease",6.38
"3166","Libya","Digestive.Diseases",6.41
"6304","Afghanistan","Diabetes.Mellitus",6.41
"6097","Argentina","Cardiovascular.Diseases",6.41999999999999
"475","Turkmenistan","Chronic.Kidney.Disease",6.43
"6","Zimbabwe","Chronic.Respiratory.Diseases",6.43
"1058","South Sudan","Digestive.Diseases",6.43
"221","Uruguay","Digestive.Diseases",6.44
"392","Ukraine","Lower.Respiratory.Infections",6.44
"6180","Andorra","Diabetes.Mellitus",6.44
"6199","Andorra","Parkinson.s.Disease",6.44
"2521","Namibia","Chronic.Kidney.Disease",6.44
"4667","Ecuador","Self.harm",6.46
"954","Suriname","HIV.AIDS",6.48
"5337","Cameroon","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.48
"2206","North Macedonia","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.48
"3855","Hungary","Diabetes.Mellitus",6.5
"4625","Egypt","Chronic.Respiratory.Diseases",6.5
"5296","Cape Verde","Interpersonal.Violence",6.51
"673","Togo","Tuberculosis",6.52
"1989","Panama","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.52
"657","Togo","Chronic.Respiratory.Diseases",6.53
"5927","Bahamas","Chronic.Respiratory.Diseases",6.54
"1927","Paraguay","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.54
"5890","Bangladesh","Alzheimer.s.Disease.and.Other.Dementias",6.54
"6062","Armenia","Self.harm",6.55
"2971","Mali","Interpersonal.Violence",6.56
"5894","Bahrain","Digestive.Diseases",6.56
"3662","Ireland","Digestive.Diseases",6.57
"4970","Cote d'Ivoire","Chronic.Kidney.Disease",6.59
"4283","Gambia","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.61
"5017","Costa Rica","Interpersonal.Violence",6.63
"2299","Nigeria","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.63
"5354","Cameroon","Tuberculosis",6.65
"5321","Canada","Lower.Respiratory.Infections",6.67
"2239","North Korea","Road.Injuries",6.68
"4437","Ethiopia","Digestive.Diseases",6.69
"2827","Mauritius","Chronic.Respiratory.Diseases",6.7
"5331","Canada","Parkinson.s.Disease",6.74
"50","Zambia","Neonatal.Disorders",6.75
"2387","Nicaragua","Alzheimer.s.Disease.and.Other.Dementias",6.75
"203","Uzbekistan","Self.harm",6.76
"66","Yemen","Digestive.Diseases",6.76
"5711","Benin","Road.Injuries",6.77
"15","Zimbabwe","Diarrheal.Diseases",6.79
"507","Turkey","Diabetes.Mellitus",6.81
"2580","Mozambique","Road.Injuries",6.82
"658","Togo","Road.Injuries",6.84
"2391","New Zealand","Digestive.Diseases",6.84
"6237","Algeria","Chronic.Respiratory.Diseases",6.84
"6149","Angola","Diabetes.Mellitus",6.85
"811","Taiwan","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.85
"3106","Luxembourg","Chronic.Respiratory.Diseases",6.86
"2350","Niger","Maternal.Disorders",6.87
"5156","China","Chronic.Kidney.Disease",6.88
"914","Sweden","Diarrheal.Diseases",6.89
"2608","Morocco","Digestive.Diseases",6.9
"4718","Dominica","Chronic.Respiratory.Diseases",6.9
"5461","Bulgaria","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.9
"3963","Guyana","Interpersonal.Violence",6.9
"4066","Guam","Cirrhosis.and.Other.Chronic.Liver.Diseases",6.93
"4081","Guam","Lower.Respiratory.Infections",6.93
"5781","Belgium","Diarrheal.Diseases",6.94
"3906","Honduras","Alzheimer.s.Disease.and.Other.Dementias",6.97
"5435","Burkina Faso","Chronic.Kidney.Disease",6.97
"5900","Bahrain","Chronic.Kidney.Disease",6.98
"1309","Sierra Leone","Road.Injuries",6.99
"3013","Malaysia","Chronic.Respiratory.Diseases",7
"160","Vanuatu","Cirrhosis.and.Other.Chronic.Liver.Diseases",7
"1120","South Africa","Digestive.Diseases",7
"4133","Greenland","Chronic.Kidney.Disease",7.01
"5126","Colombia","Diabetes.Mellitus",7.01
"98","Vietnam","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.04
"2552","Myanmar","Chronic.Kidney.Disease",7.06
"1685","Russia","Diabetes.Mellitus",7.07
"3042","Malawi","Digestive.Diseases",7.08
"5058","Congo","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.08
"3038","Malaysia","Alzheimer.s.Disease.and.Other.Dementias",7.09
"5436","Burkina Faso","Diabetes.Mellitus",7.09
"4236","Germany","Lower.Respiratory.Infections",7.1
"3973","Guinea-Bissau","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.12
"2887","Marshall Islands","Digestive.Diseases",7.13999999999999
"2888","Marshall Islands","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.14
"2900","Marshall Islands","Self.harm",7.14
"3954","Guyana","Self.harm",7.15
"755","Tanzania","Diabetes.Mellitus",7.15
"6111","Antigua and Barbuda","Digestive.Diseases",7.15
"4594","El Salvador","Chronic.Respiratory.Diseases",7.17
"2944","Malta","Parkinson.s.Disease",7.19
"42","Zambia","Diabetes.Mellitus",7.2
"1948","Paraguay","Interpersonal.Violence",7.2
"3761","Indonesia","Chronic.Kidney.Disease",7.21
"5157","China","Diabetes.Mellitus",7.21
"3452","Kenya","Diabetes.Mellitus",7.22
"1313","Sierra Leone","Diabetes.Mellitus",7.23
"4288","Gambia","Chronic.Kidney.Disease",7.25
"1053","Spain","Parkinson.s.Disease",7.25
"5766","Belize","Alzheimer.s.Disease.and.Other.Dementias",7.28
"1694","Russia","Lower.Respiratory.Infections",7.31
"3259","Lebanon","Digestive.Diseases",7.32
"2956","Mali","Diabetes.Mellitus",7.33
"3447","Kenya","Chronic.Respiratory.Diseases",7.34
"4401","Finland","Parkinson.s.Disease",7.34
"1638","Saint Kitts and Nevis","Interpersonal.Violence",7.36
"2083","Pakistan","Chronic.Respiratory.Diseases",7.38
"3291","Latvia","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.38
"1419","Senegal","HIV.AIDS",7.38
"4220","Germany","Digestive.Diseases",7.39
"5413","Burundi","Neonatal.Disorders",7.39
"1306","Sierra Leone","Digestive.Diseases",7.42
"582","Trinidad and Tobago","HIV.AIDS",7.43
"1340","Seychelles","Road.Injuries",7.43
"1957","Papua New Guinea","Digestive.Diseases",7.43
"1281","Singapore","Chronic.Kidney.Disease",7.45
"3813","India","Alzheimer.s.Disease.and.Other.Dementias",7.45
"3120","Luxembourg","Lower.Respiratory.Infections",7.47
"2243","North Korea","Diabetes.Mellitus",7.47
"2242","North Korea","Chronic.Kidney.Disease",7.48
"3979","Guinea-Bissau","Diabetes.Mellitus",7.5
"5941","Bahamas","Lower.Respiratory.Infections",7.51
"2082","Pakistan","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.53
"364","United Arab Emirates","Drug.Use.Disorders",7.53
"68","Yemen","Chronic.Respiratory.Diseases",7.54
"315","United Kingdom","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.55
"97","Vietnam","Digestive.Diseases",7.57
"687","Timor","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.61
"2951","Mali","Chronic.Respiratory.Diseases",7.64
"4010","Guinea","Diabetes.Mellitus",7.65
"4316","Gabon","Road.Injuries",7.68
"4319","Gabon","Chronic.Kidney.Disease",7.68
"1979","Papua New Guinea","Interpersonal.Violence",7.68
"5715","Benin","Diabetes.Mellitus",7.69
"5394","Cambodia","Alzheimer.s.Disease.and.Other.Dementias",7.71
"3633","Israel","Chronic.Respiratory.Diseases",7.72
"6174","Andorra","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.73
"3290","Latvia","Digestive.Diseases",7.74
"2537","Namibia","Interpersonal.Violence",7.77
"3197","Liberia","Digestive.Diseases",7.78
"5089","Comoros","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.79
"2639","Montenegro","Digestive.Diseases",7.8
"1946","Paraguay","HIV.AIDS",7.81
"2490","Nauru","Chronic.Kidney.Disease",7.82
"2504","Nauru","HIV.AIDS",7.82
"2493","Nauru","Neoplasms",7.83
"5772","Belgium","Chronic.Respiratory.Diseases",7.83
"2501","Nauru","Cardiovascular.Diseases",7.83000000000001
"1091","South Korea","Chronic.Respiratory.Diseases",7.84
"3297","Latvia","Diabetes.Mellitus",7.86
"4769","Djibouti","Interpersonal.Violence",7.86
"6242","Algeria","Diabetes.Mellitus",7.86
"3589","Jamaica","HIV.AIDS",7.87
"6143","Angola","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.87
"3007","Maldives","Alzheimer.s.Disease.and.Other.Dementias",7.87
"6025","Australia","Diabetes.Mellitus",7.87
"531","Tunisia","Digestive.Diseases",7.89
"4792","Denmark","Alcohol.Use.Disorders",7.89
"3266","Lebanon","Diabetes.Mellitus",7.9
"4518","Estonia","Drug.Use.Disorders",7.9
"2380","Nicaragua","HIV.AIDS",7.91
"2573","Myanmar","Alzheimer.s.Disease.and.Other.Dementias",7.92
"4003","Guinea","Digestive.Diseases",7.93
"4545","Eritrea","Neonatal.Disorders",7.95
"1172","Somalia","Maternal.Disorders",7.97
"5250","Central African Republic","Diabetes.Mellitus",7.97
"2584","Mozambique","Diabetes.Mellitus",7.97
"5834","Barbados","Chronic.Respiratory.Diseases",7.97
"2683","Mongolia","Self.harm",7.97
"1327","Sierra Leone","Maternal.Disorders",7.98
"2149","Norway","Chronic.Kidney.Disease",7.99
"1667","Rwanda","HIV.AIDS",7.99
"5213","Chad","Cirrhosis.and.Other.Chronic.Liver.Diseases",7.99
"5215","Chad","Road.Injuries",8
"5673","Bhutan","Alzheimer.s.Disease.and.Other.Dementias",8
"6087","Argentina","Diabetes.Mellitus",8.01
"1828","Portugal","Parkinson.s.Disease",8.03
"3410","Kuwait","Alzheimer.s.Disease.and.Other.Dementias",8.03
"1556","Saint Vincent and the Grenadines","Chronic.Respiratory.Diseases",8.04
"1570","Saint Vincent and the Grenadines","Lower.Respiratory.Infections",8.04
"1576","Saint Vincent and the Grenadines","Interpersonal.Violence",8.04
"2454","Nepal","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.04
"4593","El Salvador","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.04
"1896","Peru","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.05
"4842","Czechia","Chronic.Respiratory.Diseases",8.07
"2201","Northern Mariana Islands","Alzheimer.s.Disease.and.Other.Dementias",8.08
"2635","Morocco","Alzheimer.s.Disease.and.Other.Dementias",8.08
"5312","Canada","Diabetes.Mellitus",8.08
"2918","Malta","Digestive.Diseases",8.08
"4568","Equatorial Guinea","Diabetes.Mellitus",8.11
"4903","Cuba","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.12
"5642","Bolivia","Alzheimer.s.Disease.and.Other.Dementias",8.14
"6127","Antigua and Barbuda","Lower.Respiratory.Infections",8.16
"2460","Nepal","Diabetes.Mellitus",8.17
"1229","Slovenia","Lower.Respiratory.Infections",8.17
"5398","Burundi","Digestive.Diseases",8.18
"662","Togo","Diabetes.Mellitus",8.21
"172","Vanuatu","Self.harm",8.22
"6319","Afghanistan","Interpersonal.Violence",8.23
"4284","Gambia","Chronic.Respiratory.Diseases",8.23
"3886","Honduras","Diabetes.Mellitus",8.24
"10","Zimbabwe","Chronic.Kidney.Disease",8.24
"620","Tonga","Alzheimer.s.Disease.and.Other.Dementias",8.24
"1864","Philippines","Digestive.Diseases",8.24
"5962","Azerbaijan","Chronic.Kidney.Disease",8.25
"5647","Bhutan","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.25
"2727","Monaco","Parkinson.s.Disease",8.27
"17","Zimbabwe","Self.harm",8.28
"4723","Dominica","Diabetes.Mellitus",8.28
"4351","France","Diabetes.Mellitus",8.31
"5387","Cambodia","HIV.AIDS",8.31
"4971","Cote d'Ivoire","Diabetes.Mellitus",8.32
"3327","Laos","Chronic.Kidney.Disease",8.34
"1075","South Sudan","Cardiovascular.Diseases",8.34
"5994","Austria","Diabetes.Mellitus",8.35
"4749","Djibouti","Chronic.Respiratory.Diseases",8.35
"5287","Cape Verde","Self.harm",8.35
"3730","Iran","Chronic.Kidney.Disease",8.35
"4246","Germany","Parkinson.s.Disease",8.35
"4191","Ghana","Chronic.Respiratory.Diseases",8.39
"407","Uganda","Digestive.Diseases",8.41
"4061","Guatemala","Alzheimer.s.Disease.and.Other.Dementias",8.41
"4360","France","Lower.Respiratory.Infections",8.42
"3483","Kazakhstan","Diabetes.Mellitus",8.43
"1968","Papua New Guinea","Diarrheal.Diseases",8.44
"3169","Libya","Road.Injuries",8.45
"3093","Madagascar","HIV.AIDS",8.49
"6262","Algeria","Alzheimer.s.Disease.and.Other.Dementias",8.49
"1463","Sao Tome and Principe","Chronic.Respiratory.Diseases",8.52
"2566","Myanmar","HIV.AIDS",8.52
"4184","Greece","Parkinson.s.Disease",8.52
"476","Turkmenistan","Diabetes.Mellitus",8.53
"3912","Haiti","Chronic.Respiratory.Diseases",8.53
"2008","Panama","HIV.AIDS",8.55
"4940","Croatia","Diabetes.Mellitus",8.55
"19","Zimbabwe","Neonatal.Disorders",8.56
"3168","Libya","Chronic.Respiratory.Diseases",8.59
"2645","Montenegro","Chronic.Kidney.Disease",8.59
"1073","South Sudan","Neonatal.Disorders",8.59
"2986","Maldives","Chronic.Kidney.Disease",8.64
"3715","Iraq","Interpersonal.Violence",8.66
"4350","France","Chronic.Kidney.Disease",8.66
"234","Uruguay","Self.harm",8.69
"1158","Somalia","Diabetes.Mellitus",8.7
"506","Turkey","Chronic.Kidney.Disease",8.72
"1710","Romania","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.74
"1205","Solomon Islands","Drowning",8.76
"1183","Solomon Islands","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.76
"4127","Greenland","Digestive.Diseases",8.76000000000001
"3173","Libya","Diabetes.Mellitus",8.77
"4381","Finland","Chronic.Kidney.Disease",8.8
"6051","Armenia","Chronic.Respiratory.Diseases",8.81
"5245","Central African Republic","Chronic.Respiratory.Diseases",8.81
"4195","Ghana","Chronic.Kidney.Disease",8.84
"284","United States","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.88
"1499","San Marino","Diabetes.Mellitus",8.92
"1498","San Marino","Chronic.Kidney.Disease",8.92
"465","Tuvalu","Alzheimer.s.Disease.and.Other.Dementias",8.92
"1493","San Marino","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.92
"1581","Saint Vincent and the Grenadines","Alzheimer.s.Disease.and.Other.Dementias",8.93
"458","Tuvalu","HIV.AIDS",8.93
"3787","India","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.93
"4257","Georgia","Chronic.Kidney.Disease",8.93
"936","Suriname","Chronic.Respiratory.Diseases",8.97
"950","Suriname","Lower.Respiratory.Infections",8.97
"1833","Poland","Digestive.Diseases",8.97
"935","Suriname","Cirrhosis.and.Other.Chronic.Liver.Diseases",8.97
"2010","Panama","Interpersonal.Violence",8.98
"4612","El Salvador","HIV.AIDS",9.01
"4192","Ghana","Road.Injuries",9.02
"5301","Cape Verde","Alzheimer.s.Disease.and.Other.Dementias",9.02
"4778","Denmark","Digestive.Diseases",9.04
"4289","Gambia","Diabetes.Mellitus",9.07
"290","United States","Diabetes.Mellitus",9.08
"5095","Comoros","Diabetes.Mellitus",9.08
"4705","Dominican Republic","HIV.AIDS",9.08
"1122","South Africa","Chronic.Respiratory.Diseases",9.09
"129","Venezuela","Cirrhosis.and.Other.Chronic.Liver.Diseases",9.11
"6231","American Samoa","Alzheimer.s.Disease.and.Other.Dementias",9.11
"278","United States Virgin Islands","Parkinson.s.Disease",9.12
"2081","Pakistan","Digestive.Diseases",9.12
"1607","Saint Lucia","Interpersonal.Violence",9.13
"5646","Bhutan","Digestive.Diseases",9.14
"2211","North Macedonia","Chronic.Kidney.Disease",9.14
"3261","Lebanon","Chronic.Respiratory.Diseases",9.15
"748","Tanzania","Digestive.Diseases",9.15
"4446","Ethiopia","Neoplasms",9.17
"5275","Cape Verde","Cirrhosis.and.Other.Chronic.Liver.Diseases",9.19
"693","Timor","Diabetes.Mellitus",9.19
"3910","Haiti","Digestive.Diseases",9.19
"4687","Dominican Republic","Chronic.Respiratory.Diseases",9.19
"5555","Botswana","Chronic.Respiratory.Diseases",9.19
"1902","Peru","Diabetes.Mellitus",9.23
"5554","Botswana","Cirrhosis.and.Other.Chronic.Liver.Diseases",9.24
"3564","Japan","Parkinson.s.Disease",9.24
"3012","Malaysia","Cirrhosis.and.Other.Chronic.Liver.Diseases",9.25
"3792","India","Chronic.Kidney.Disease",9.25
"2518","Namibia","Road.Injuries",9.26
"2531","Namibia","Lower.Respiratory.Infections",9.26000000000001
"562","Trinidad and Tobago","Digestive.Diseases",9.27
"4543","Eritrea","Self.harm",9.33
"4785","Denmark","Diabetes.Mellitus",9.36
"5693","Bermuda","Lower.Respiratory.Infections",9.37
"1368","Serbia","Digestive.Diseases",9.37
"2119","Oman","Diabetes.Mellitus",9.39
"4811","Democratic Republic of Congo","Chronic.Respiratory.Diseases",9.39
"3328","Laos","Diabetes.Mellitus",9.41
"2205","North Macedonia","Digestive.Diseases",9.42
"2422","Netherlands","Digestive.Diseases",9.43
